序号	Emoji	建议分类	展示方式	主网格代表	原始界面位置	图片文件	图片存在	CodePoint	Unicode分组	Unicode子组	Unicode状态	中文名	英文名
2822	🛎	旅行	呈现别名（不重复显示）	🛎️	Emoji·符号与旗帜 / 第 87 行	1f6ce.png	是	U+1F6CE	Travel & Places	hotel	unqualified	服务铃	BELLHOP BELL
2823	🧳	旅行	主网格	🧳	Emoji·符号与旗帜 / 第 74 行	1f9f3.png	是	U+1F9F3	Travel & Places	hotel	fully-qualified	行李箱	LUGGAGE
2824	⌛	旅行	主网格	⌛	Emoji·符号与旗帜 / 第 44 行	231b.png	是	U+231B	Travel & Places	time	fully-qualified	沙漏	HOURGLASS
2825	⏳	旅行	主网格	⏳	Emoji·符号与旗帜 / 第 45 行	23f3.png	是	U+23F3	Travel & Places	time	fully-qualified	沙正往下流的沙漏	HOURGLASS WITH FLOWING SAND
2826	⌚	旅行	主网格	⌚	Emoji·符号与旗帜 / 第 44 行	231a.png	是	U+231A	Travel & Places	time	fully-qualified	手表	WATCH
2827	⏰	旅行	主网格	⏰	Emoji·旅行与物品 / 第 18 行	23f0.png	是	U+23F0	Travel & Places	time	fully-qualified	闹钟	ALARM CLOCK
2828	⏱️	旅行	主网格	⏱️	Emoji·符号与旗帜 / 第 33 行	23f1.png	是	U+23F1 U+FE0F	Travel & Places	time	fully-qualified	秒表	STOPWATCH
2829	⏱	旅行	呈现别名（不重复显示）	⏱️	Emoji·符号与旗帜 / 第 80 行	23f1.png	是	U+23F1	Travel & Places	time	unqualified	秒表	STOPWATCH
2830	⏲️	旅行	主网格	⏲️	Emoji·旅行与物品 / 物品与日常	23f2.png	是	U+23F2 U+FE0F	Travel & Places	time	fully-qualified	定时器	TIMER CLOCK
2831	⏲	旅行	呈现别名（不重复显示）	⏲️	Emoji·旅行与物品 / 第 19 行	23f2.png	是	U+23F2	Travel & Places	time	unqualified	定时器	TIMER CLOCK
2832	🕰️	旅行	主网格	🕰️	Emoji·表情与人物 / 第 16 行	1f570.png	是	U+1F570 U+FE0F	Travel & Places	time	fully-qualified	座钟	MANTELPIECE CLOCK
2833	🕰	旅行	呈现别名（不重复显示）	🕰️	Emoji·表情与人物 / 第 21 行	1f570.png	是	U+1F570	Travel & Places	time	unqualified	座钟	MANTELPIECE CLOCK
2834	🕛	旅行	主网格	🕛	Emoji·表情与人物 / 第 27 行	1f55b.png	是	U+1F55B	Travel & Places	time	fully-qualified	十二点	CLOCK FACE TWELVE OCLOCK
2835	🕧	旅行	主网格	🕧	Emoji·表情与人物 / 第 28 行	1f567.png	是	U+1F567	Travel & Places	time	fully-qualified	十二点半	CLOCK FACE TWELVE-THIRTY
2836	🕐	旅行	主网格	🕐	Emoji·表情与人物 / 第 26 行	1f550.png	是	U+1F550	Travel & Places	time	fully-qualified	一点	CLOCK FACE ONE OCLOCK
2837	🕜	旅行	主网格	🕜	Emoji·表情与人物 / 第 27 行	1f55c.png	是	U+1F55C	Travel & Places	time	fully-qualified	一点半	CLOCK FACE ONE-THIRTY
2838	🕑	旅行	主网格	🕑	Emoji·表情与人物 / 第 26 行	1f551.png	是	U+1F551	Travel & Places	time	fully-qualified	两点	CLOCK FACE TWO OCLOCK
2839	🕝	旅行	主网格	🕝	Emoji·表情与人物 / 第 27 行	1f55d.png	是	U+1F55D	Travel & Places	time	fully-qualified	两点半	CLOCK FACE TWO-THIRTY
2840	🕒	旅行	主网格	🕒	Emoji·表情与人物 / 第 26 行	1f552.png	是	U+1F552	Travel & Places	time	fully-qualified	三点	CLOCK FACE THREE OCLOCK
2841	🕞	旅行	主网格	🕞	Emoji·表情与人物 / 第 27 行	1f55e.png	是	U+1F55E	Travel & Places	time	fully-qualified	三点半	CLOCK FACE THREE-THIRTY
2842	🕓	旅行	主网格	🕓	Emoji·表情与人物 / 第 26 行	1f553.png	是	U+1F553	Travel & Places	time	fully-qualified	四点	CLOCK FACE FOUR OCLOCK
2843	🕟	旅行	主网格	🕟	Emoji·表情与人物 / 第 27 行	1f55f.png	是	U+1F55F	Travel & Places	time	fully-qualified	四点半	CLOCK FACE FOUR-THIRTY
2844	🕔	旅行	主网格	🕔	Emoji·表情与人物 / 第 26 行	1f554.png	是	U+1F554	Travel & Places	time	fully-qualified	五点	CLOCK FACE FIVE OCLOCK
2845	🕠	旅行	主网格	🕠	Emoji·表情与人物 / 第 27 行	1f560.png	是	U+1F560	Travel & Places	time	fully-qualified	五点半	CLOCK FACE FIVE-THIRTY
2846	🕕	旅行	主网格	🕕	Emoji·表情与人物 / 第 26 行	1f555.png	是	U+1F555	Travel & Places	time	fully-qualified	六点	CLOCK FACE SIX OCLOCK
2847	🕡	旅行	主网格	🕡	Emoji·表情与人物 / 第 27 行	1f561.png	是	U+1F561	Travel & Places	time	fully-qualified	六点半	CLOCK FACE SIX-THIRTY
2848	🕖	旅行	主网格	🕖	Emoji·表情与人物 / 第 26 行	1f556.png	是	U+1F556	Travel & Places	time	fully-qualified	七点	CLOCK FACE SEVEN OCLOCK
2849	🕢	旅行	主网格	🕢	Emoji·表情与人物 / 第 27 行	1f562.png	是	U+1F562	Travel & Places	time	fully-qualified	七点半	CLOCK FACE SEVEN-THIRTY
2850	🕗	旅行	主网格	🕗	Emoji·表情与人物 / 第 26 行	1f557.png	是	U+1F557	Travel & Places	time	fully-qualified	八点	CLOCK FACE EIGHT OCLOCK
2851	🕣	旅行	主网格	🕣	Emoji·表情与人物 / 第 27 行	1f563.png	是	U+1F563	Travel & Places	time	fully-qualified	八点半	CLOCK FACE EIGHT-THIRTY
2852	🕘	旅行	主网格	🕘	Emoji·表情与人物 / 第 26 行	1f558.png	是	U+1F558	Travel & Places	time	fully-qualified	九点	CLOCK FACE NINE OCLOCK
2853	🕤	旅行	主网格	🕤	Emoji·表情与人物 / 第 27 行	1f564.png	是	U+1F564	Travel & Places	time	fully-qualified	九点半	CLOCK FACE NINE-THIRTY
2854	🕙	旅行	主网格	🕙	Emoji·表情与人物 / 第 26 行	1f559.png	是	U+1F559	Travel & Places	time	fully-qualified	十点	CLOCK FACE TEN OCLOCK
2855	🕥	旅行	主网格	🕥	Emoji·表情与人物 / 第 27 行	1f565.png	是	U+1F565	Travel & Places	time	fully-qualified	十点半	CLOCK FACE TEN-THIRTY
2856	🕚	旅行	主网格	🕚	Emoji·表情与人物 / 第 27 行	1f55a.png	是	U+1F55A	Travel & Places	time	fully-qualified	十一点	CLOCK FACE ELEVEN OCLOCK
2857	🕦	旅行	主网格	🕦	Emoji·表情与人物 / 第 28 行	1f566.png	是	U+1F566	Travel & Places	time	fully-qualified	十一点半	CLOCK FACE ELEVEN-THIRTY
2858	🌑	旅行	主网格	🌑	Emoji·动物与自然 / 第 10 行	1f311.png	是	U+1F311	Travel & Places	sky & weather	fully-qualified	朔月	NEW MOON SYMBOL
2859	🌒	旅行	主网格	🌒	Emoji·动物与自然 / 第 10 行	1f312.png	是	U+1F312	Travel & Places	sky & weather	fully-qualified	蛾眉月	WAXING CRESCENT MOON SYMBOL
2860	🌓	旅行	主网格	🌓	Emoji·动物与自然 / 第 10 行	1f313.png	是	U+1F313	Travel & Places	sky & weather	fully-qualified	上弦月	FIRST QUARTER MOON SYMBOL
2861	🌔	旅行	主网格	🌔	Emoji·动物与自然 / 第 10 行	1f314.png	是	U+1F314	Travel & Places	sky & weather	fully-qualified	盈凸月	WAXING GIBBOUS MOON SYMBOL
2862	🌕	旅行	主网格	🌕	Emoji·动物与自然 / 第 10 行	1f315.png	是	U+1F315	Travel & Places	sky & weather	fully-qualified	满月	FULL MOON SYMBOL
2863	🌖	旅行	主网格	🌖	Emoji·动物与自然 / 第 10 行	1f316.png	是	U+1F316	Travel & Places	sky & weather	fully-qualified	亏凸月	WANING GIBBOUS MOON SYMBOL
2864	🌗	旅行	主网格	🌗	Emoji·动物与自然 / 第 10 行	1f317.png	是	U+1F317	Travel & Places	sky & weather	fully-qualified	下弦月	LAST QUARTER MOON SYMBOL
2865	🌘	旅行	主网格	🌘	Emoji·动物与自然 / 第 10 行	1f318.png	是	U+1F318	Travel & Places	sky & weather	fully-qualified	残月	WANING CRESCENT MOON SYMBOL
2866	🌙	旅行	主网格	🌙	Emoji·动物与自然 / 第 10 行	1f319.png	是	U+1F319	Travel & Places	sky & weather	fully-qualified	弯月	CRESCENT MOON
2867	🌚	旅行	主网格	🌚	Emoji·表情与人物 / 第 24 行	1f31a.png	是	U+1F31A	Travel & Places	sky & weather	fully-qualified	微笑的朔月	NEW MOON WITH FACE
2868	🌛	旅行	主网格	🌛	Emoji·表情与人物 / 第 24 行	1f31b.png	是	U+1F31B	Travel & Places	sky & weather	fully-qualified	微笑的上弦月	FIRST QUARTER MOON WITH FACE
2869	🌜	旅行	主网格	🌜	Emoji·表情与人物 / 第 24 行	1f31c.png	是	U+1F31C	Travel & Places	sky & weather	fully-qualified	微笑的下弦月	LAST QUARTER MOON WITH FACE
2870	🌡️	旅行	主网格	🌡️	Emoji·符号与旗帜 / 第 37 行	1f321.png	是	U+1F321 U+FE0F	Travel & Places	sky & weather	fully-qualified	温度计	THERMOMETER
2871	🌡	旅行	呈现别名（不重复显示）	🌡️	Emoji·符号与旗帜 / 第 84 行	1f321.png	是	U+1F321	Travel & Places	sky & weather	unqualified	温度计	THERMOMETER
2872	☀️	旅行	主网格	☀️	Emoji·动物与自然 / 天气与天体	2600.png	是	U+2600 U+FE0F	Travel & Places	sky & weather	fully-qualified	太阳	BLACK SUN WITH RAYS
2873	☀	旅行	呈现别名（不重复显示）	☀️	Emoji·动物与自然 / 第 11 行	2600.png	是	U+2600	Travel & Places	sky & weather	unqualified	太阳	BLACK SUN WITH RAYS
2874	🌝	旅行	主网格	🌝	Emoji·表情与人物 / 第 24 行	1f31d.png	是	U+1F31D	Travel & Places	sky & weather	fully-qualified	微笑的月亮	FULL MOON WITH FACE
2875	🌞	旅行	主网格	🌞	Emoji·表情与人物 / 第 24 行	1f31e.png	是	U+1F31E	Travel & Places	sky & weather	fully-qualified	微笑的太阳	SUN WITH FACE
2876	🪐	旅行	主网格	🪐	Emoji·符号与旗帜 / 第 76 行	1fa90.png	是	U+1FA90	Travel & Places	sky & weather	fully-qualified	有环行星	RINGED PLANET
2877	⭐	旅行	主网格	⭐	Emoji·动物与自然 / 第 9 行	2b50.png	是	U+2B50	Travel & Places	sky & weather	fully-qualified	星星	WHITE MEDIUM STAR
2878	🌟	旅行	主网格	🌟	Emoji·动物与自然 / 第 10 行	1f31f.png	是	U+1F31F	Travel & Places	sky & weather	fully-qualified	闪亮的星星	GLOWING STAR
2879	🌠	旅行	主网格	🌠	Emoji·动物与自然 / 第 10 行	1f320.png	是	U+1F320	Travel & Places	sky & weather	fully-qualified	流星	SHOOTING STAR
2880	🌌	旅行	主网格	🌌	Emoji·食物与活动 / 其他食物与活动	1f30c.png	是	U+1F30C	Travel & Places	sky & weather	fully-qualified	银河	MILKY WAY
2881	☁️	旅行	主网格	☁️	Emoji·动物与自然 / 天气与天体	2601.png	是	U+2601 U+FE0F	Travel & Places	sky & weather	fully-qualified	云	CLOUD
2882	☁	旅行	呈现别名（不重复显示）	☁️	Emoji·动物与自然 / 第 11 行	2601.png	是	U+2601	Travel & Places	sky & weather	unqualified	云	CLOUD
2883	⛅	旅行	主网格	⛅	Emoji·动物与自然 / 第 9 行	26c5.png	是	U+26C5	Travel & Places	sky & weather	fully-qualified	阴	SUN BEHIND CLOUD
2884	⛈️	旅行	主网格	⛈️	Emoji·动物与自然 / 天气与天体	26c8.png	是	U+26C8 U+FE0F	Travel & Places	sky & weather	fully-qualified	雷阵雨	THUNDER CLOUD AND RAIN
2885	⛈	旅行	呈现别名（不重复显示）	⛈️	Emoji·动物与自然 / 第 11 行	26c8.png	是	U+26C8	Travel & Places	sky & weather	unqualified	雷阵雨	THUNDER CLOUD AND RAIN
2886	🌤️	旅行	主网格	🌤️	Emoji·动物与自然 / 天气与天体	1f324.png	是	U+1F324 U+FE0F	Travel & Places	sky & weather	fully-qualified	晴偶有云	WHITE SUN WITH SMALL CLOUD
2887	🌤	旅行	呈现别名（不重复显示）	🌤️	Emoji·动物与自然 / 第 12 行	1f324.png	是	U+1F324	Travel & Places	sky & weather	unqualified	晴偶有云	WHITE SUN WITH SMALL CLOUD
2888	🌥️	旅行	主网格	🌥️	Emoji·动物与自然 / 天气与天体	1f325.png	是	U+1F325 U+FE0F	Travel & Places	sky & weather	fully-qualified	多云	WHITE SUN BEHIND CLOUD
2889	🌥	旅行	呈现别名（不重复显示）	🌥️	Emoji·动物与自然 / 第 12 行	1f325.png	是	U+1F325	Travel & Places	sky & weather	unqualified	多云	WHITE SUN BEHIND CLOUD
2890	🌦️	旅行	主网格	🌦️	Emoji·动物与自然 / 天气与天体	1f326.png	是	U+1F326 U+FE0F	Travel & Places	sky & weather	fully-qualified	晴转雨	WHITE SUN BEHIND CLOUD WITH RAIN
2891	🌦	旅行	呈现别名（不重复显示）	🌦️	Emoji·动物与自然 / 第 12 行	1f326.png	是	U+1F326	Travel & Places	sky & weather	unqualified	晴转雨	WHITE SUN BEHIND CLOUD WITH RAIN
2892	🌧️	旅行	主网格	🌧️	Emoji·动物与自然 / 天气与天体	1f327.png	是	U+1F327 U+FE0F	Travel & Places	sky & weather	fully-qualified	下雨	CLOUD WITH RAIN
2893	🌧	旅行	呈现别名（不重复显示）	🌧️	Emoji·动物与自然 / 第 12 行	1f327.png	是	U+1F327	Travel & Places	sky & weather	unqualified	下雨	CLOUD WITH RAIN
2894	🌨️	旅行	主网格	🌨️	Emoji·动物与自然 / 天气与天体	1f328.png	是	U+1F328 U+FE0F	Travel & Places	sky & weather	fully-qualified	下雪	CLOUD WITH SNOW
2895	🌨	旅行	呈现别名（不重复显示）	🌨️	Emoji·动物与自然 / 第 12 行	1f328.png	是	U+1F328	Travel & Places	sky & weather	unqualified	下雪	CLOUD WITH SNOW
2896	🌩️	旅行	主网格	🌩️	Emoji·动物与自然 / 第 9 行	1f329.png	是	U+1F329 U+FE0F	Travel & Places	sky & weather	fully-qualified	打雷	CLOUD WITH LIGHTNING
2897	🌩	旅行	呈现别名（不重复显示）	🌩️	Emoji·动物与自然 / 第 12 行	1f329.png	是	U+1F329	Travel & Places	sky & weather	unqualified	打雷	CLOUD WITH LIGHTNING
2898	🌪️	旅行	主网格	🌪️	Emoji·动物与自然 / 第 9 行	1f32a.png	是	U+1F32A U+FE0F	Travel & Places	sky & weather	fully-qualified	龙卷风	CLOUD WITH TORNADO
2899	🌪	旅行	呈现别名（不重复显示）	🌪️	Emoji·动物与自然 / 第 12 行	1f32a.png	是	U+1F32A	Travel & Places	sky & weather	unqualified	龙卷风	CLOUD WITH TORNADO
2900	🌫️	旅行	主网格	🌫️	Emoji·符号与旗帜 / 第 37 行	1f32b.png	是	U+1F32B U+FE0F	Travel & Places	sky & weather	fully-qualified	雾	FOG
2901	🌫	旅行	呈现别名（不重复显示）	🌫️	Emoji·符号与旗帜 / 第 84 行	1f32b.png	是	U+1F32B	Travel & Places	sky & weather	unqualified	雾	FOG
2902	🌬️	旅行	主网格	🌬️	Emoji·表情与人物 / 第 23 行	1f32c.png	是	U+1F32C U+FE0F	Travel & Places	sky & weather	fully-qualified	大风	WIND BLOWING FACE
2903	🌬	旅行	呈现别名（不重复显示）	🌬️	Emoji·表情与人物 / 第 36 行	1f32c.png	是	U+1F32C	Travel & Places	sky & weather	unqualified	大风	WIND BLOWING FACE
2904	🌀	旅行	主网格	🌀	Emoji·符号与旗帜 / 第 48 行	1f300.png	是	U+1F300	Travel & Places	sky & weather	fully-qualified	台风	CYCLONE
2905	🌈	旅行	主网格	🌈	Emoji·动物与自然 / 第 10 行	1f308.png	是	U+1F308	Travel & Places	sky & weather	fully-qualified	彩虹	RAINBOW
2906	🌂	旅行	主网格	🌂	Emoji·符号与旗帜 / 第 49 行	1f302.png	是	U+1F302	Travel & Places	sky & weather	fully-qualified	收起的伞	CLOSED UMBRELLA
2907	☂️	旅行	主网格	☂️	Emoji·符号与旗帜 / 第 34 行	2602.png	是	U+2602 U+FE0F	Travel & Places	sky & weather	fully-qualified	伞	UMBRELLA
2908	☂	旅行	呈现别名（不重复显示）	☂️	Emoji·符号与旗帜 / 第 81 行	2602.png	是	U+2602	Travel & Places	sky & weather	unqualified	伞	UMBRELLA
2909	☔	旅行	主网格	☔	Emoji·动物与自然 / 第 9 行	2614.png	是	U+2614	Travel & Places	sky & weather	fully-qualified	雨伞	UMBRELLA WITH RAIN DROPS
2910	⛱️	旅行	主网格	⛱️	Emoji·符号与旗帜 / 第 36 行	26f1.png	是	U+26F1 U+FE0F	Travel & Places	sky & weather	fully-qualified	阳伞	UMBRELLA ON GROUND
2911	⛱	旅行	呈现别名（不重复显示）	⛱️	Emoji·符号与旗帜 / 第 83 行	26f1.png	是	U+26F1	Travel & Places	sky & weather	unqualified	阳伞	UMBRELLA ON GROUND
2912	⚡	旅行	主网格	⚡	Emoji·符号与旗帜 / 第 46 行	26a1.png	是	U+26A1	Travel & Places	sky & weather	fully-qualified	高压	HIGH VOLTAGE SIGN
2913	❄️	旅行	主网格	❄️	Emoji·动物与自然 / 天气与天体	2744.png	是	U+2744 U+FE0F	Travel & Places	sky & weather	fully-qualified	雪花	SNOWFLAKE
2914	❄	旅行	呈现别名（不重复显示）	❄️	Emoji·动物与自然 / 第 12 行	2744.png	是	U+2744	Travel & Places	sky & weather	unqualified	雪花	SNOWFLAKE
2915	☃️	旅行	主网格	☃️	Emoji·表情与人物 / 第 16 行	2603.png	是	U+2603 U+FE0F	Travel & Places	sky & weather	fully-qualified	雪与雪人	SNOWMAN
2916	☃	旅行	呈现别名（不重复显示）	☃️	Emoji·表情与人物 / 第 21 行	2603.png	是	U+2603	Travel & Places	sky & weather	unqualified	雪与雪人	SNOWMAN
2917	⛄	旅行	主网格	⛄	Emoji·表情与人物 / 第 19 行	26c4.png	是	U+26C4	Travel & Places	sky & weather	fully-qualified	雪人	SNOWMAN WITHOUT SNOW
2918	☄️	旅行	主网格	☄️	Emoji·符号与旗帜 / 第 34 行	2604.png	是	U+2604 U+FE0F	Travel & Places	sky & weather	fully-qualified	彗星	COMET
2919	☄	旅行	呈现别名（不重复显示）	☄️	Emoji·符号与旗帜 / 第 81 行	2604.png	是	U+2604	Travel & Places	sky & weather	unqualified	彗星	COMET
2920	🔥	旅行	主网格	🔥	Emoji·动物与自然 / 第 5 行	1f525.png	是	U+1F525	Travel & Places	sky & weather	fully-qualified	火焰	FIRE
2921	💧	旅行	主网格	💧	Emoji·符号与旗帜 / 第 57 行	1f4a7.png	是	U+1F4A7	Travel & Places	sky & weather	fully-qualified	水滴	DROPLET
2922	🌊	旅行	主网格	🌊	Emoji·动物与自然 / 自然与其他	1f30a.png	是	U+1F30A	Travel & Places	sky & weather	fully-qualified	浪花	WATER WAVE
2923	👓	物体	主网格	👓	Emoji·符号与旗帜 / 第 54 行	1f453.png	是	U+1F453	Objects	clothing	fully-qualified	眼镜	EYEGLASSES
2924	🕶️	物体	主网格	🕶️	Emoji·动物与自然 / 第 9 行	1f576.png	是	U+1F576 U+FE0F	Objects	clothing	fully-qualified	墨镜	DARK SUNGLASSES
2925	🕶	物体	呈现别名（不重复显示）	🕶️	Emoji·动物与自然 / 第 12 行	1f576.png	是	U+1F576	Objects	clothing	unqualified	墨镜	DARK SUNGLASSES
2926	🥽	物体	主网格	🥽	Emoji·符号与旗帜 / 第 69 行	1f97d.png	是	U+1F97D	Objects	clothing	fully-qualified	护目镜	GOGGLES
2927	🥼	物体	主网格	🥼	Emoji·符号与旗帜 / 第 69 行	1f97c.png	是	U+1F97C	Objects	clothing	fully-qualified	白大褂	LAB COAT
2928	🦺	物体	主网格	🦺	Emoji·符号与旗帜 / 第 73 行	1f9ba.png	是	U+1F9BA	Objects	clothing	fully-qualified	救生衣	SAFETY VEST
2929	👔	物体	主网格	👔	Emoji·符号与旗帜 / 第 54 行	1f454.png	是	U+1F454	Objects	clothing	fully-qualified	领带	NECKTIE
2930	👕	物体	主网格	👕	Emoji·符号与旗帜 / 第 54 行	1f455.png	是	U+1F455	Objects	clothing	fully-qualified	T恤	T-SHIRT
2931	👖	物体	主网格	👖	Emoji·符号与旗帜 / 第 54 行	1f456.png	是	U+1F456	Objects	clothing	fully-qualified	牛仔裤	JEANS
2932	🧣	物体	主网格	🧣	Emoji·旅行与物品 / 第 13 行	1f9e3.png	是	U+1F9E3	Objects	clothing	fully-qualified	围巾	SCARF
2933	🧤	物体	主网格	🧤	Emoji·符号与旗帜 / 第 74 行	1f9e4.png	是	U+1F9E4	Objects	clothing	fully-qualified	手套	GLOVES
2934	🧥	物体	主网格	🧥	Emoji·符号与旗帜 / 第 74 行	1f9e5.png	是	U+1F9E5	Objects	clothing	fully-qualified	外套	COAT
2935	🧦	物体	主网格	🧦	Emoji·符号与旗帜 / 第 74 行	1f9e6.png	是	U+1F9E6	Objects	clothing	fully-qualified	袜子	SOCKS
2936	👗	物体	主网格	👗	Emoji·符号与旗帜 / 第 54 行	1f457.png	是	U+1F457	Objects	clothing	fully-qualified	连衣裙	DRESS
2937	👘	物体	主网格	👘	Emoji·符号与旗帜 / 第 54 行	1f458.png	是	U+1F458	Objects	clothing	fully-qualified	和服	KIMONO
2938	🥻	物体	主网格	🥻	Emoji·符号与旗帜 / 第 69 行	1f97b.png	是	U+1F97B	Objects	clothing	fully-qualified	纱丽	SARI
2939	🩱	物体	主网格	🩱	Emoji·符号与旗帜 / 第 75 行	1fa71.png	是	U+1FA71	Objects	clothing	fully-qualified	连体泳衣	ONE-PIECE SWIMSUIT
2940	🩲	物体	主网格	🩲	Emoji·符号与旗帜 / 第 75 行	1fa72.png	是	U+1FA72	Objects	clothing	fully-qualified	三角裤	BRIEFS
2941	🩳	物体	主网格	🩳	Emoji·符号与旗帜 / 第 75 行	1fa73.png	是	U+1FA73	Objects	clothing	fully-qualified	短裤	SHORTS
2942	👙	物体	主网格	👙	Emoji·符号与旗帜 / 第 55 行	1f459.png	是	U+1F459	Objects	clothing	fully-qualified	比基尼	BIKINI
2943	👚	物体	主网格	👚	Emoji·表情与人物 / 第 20 行	1f45a.png	是	U+1F45A	Objects	clothing	fully-qualified	女装	WOMANS CLOTHES
2944	🪭	物体	主网格	🪭	Emoji·表情与人物 / 第 6 行	1faad.png	是	U+1FAAD	Objects	clothing	fully-qualified	折扇	FOLDING HAND FAN
2945	👛	物体	主网格	👛	Emoji·符号与旗帜 / 第 55 行	1f45b.png	是	U+1F45B	Objects	clothing	fully-qualified	钱包	PURSE
2946	👜	物体	主网格	👜	Emoji·表情与人物 / 第 6 行	1f45c.png	是	U+1F45C	Objects	clothing	fully-qualified	手提包	HANDBAG
2947	👝	物体	主网格	👝	Emoji·符号与旗帜 / 第 55 行	1f45d.png	是	U+1F45D	Objects	clothing	fully-qualified	手袋	POUCH
2948	🛍️	物体	主网格	🛍️	Emoji·符号与旗帜 / 第 40 行	1f6cd.png	是	U+1F6CD U+FE0F	Objects	clothing	fully-qualified	购物袋	SHOPPING BAGS
2949	🛍	物体	呈现别名（不重复显示）	🛍️	Emoji·符号与旗帜 / 第 87 行	1f6cd.png	是	U+1F6CD	Objects	clothing	unqualified	购物袋	SHOPPING BAGS
2950	🎒	物体	主网格	🎒	Emoji·旅行与物品 / 第 5 行	1f392.png	是	U+1F392	Objects	clothing	fully-qualified	书包	SCHOOL SATCHEL
2951	🩴	物体	主网格	🩴	Emoji·符号与旗帜 / 第 75 行	1fa74.png	是	U+1FA74	Objects	clothing	fully-qualified	夹趾凉鞋	THONG SANDAL
2952	👞	物体	主网格	👞	Emoji·表情与人物 / 第 20 行	1f45e.png	是	U+1F45E	Objects	clothing	fully-qualified	男鞋	MANS SHOE
2953	👟	物体	主网格	👟	Emoji·符号与旗帜 / 第 55 行	1f45f.png	是	U+1F45F	Objects	clothing	fully-qualified	跑鞋	ATHLETIC SHOE
2954	🥾	物体	主网格	🥾	Emoji·符号与旗帜 / 第 69 行	1f97e.png	是	U+1F97E	Objects	clothing	fully-qualified	登山鞋	HIKING BOOT
2955	🥿	物体	主网格	🥿	Emoji·符号与旗帜 / 第 69 行	1f97f.png	是	U+1F97F	Objects	clothing	fully-qualified	平底鞋	FLAT SHOE
2956	👠	物体	主网格	👠	Emoji·符号与旗帜 / 第 55 行	1f460.png	是	U+1F460	Objects	clothing	fully-qualified	高跟鞋	HIGH-HEELED SHOE
2957	👡	物体	主网格	👡	Emoji·表情与人物 / 第 20 行	1f461.png	是	U+1F461	Objects	clothing	fully-qualified	女式凉鞋	WOMANS SANDAL
2958	🩰	物体	主网格	🩰	Emoji·食物与活动 / 第 13 行	1fa70.png	是	U+1FA70	Objects	clothing	fully-qualified	芭蕾舞鞋	BALLET SHOES
2959	👢	物体	主网格	👢	Emoji·表情与人物 / 第 20 行	1f462.png	是	U+1F462	Objects	clothing	fully-qualified	女靴	WOMANS BOOTS
2960	🪮	物体	主网格	🪮	Emoji·符号与旗帜 / 第 89 行	1faae.png	是	U+1FAAE	Objects	clothing	fully-qualified	发夹	HAIR PICK
2961	👑	物体	主网格	👑	Emoji·符号与旗帜 / 第 54 行	1f451.png	是	U+1F451	Objects	clothing	fully-qualified	皇冠	CROWN
2962	👒	物体	主网格	👒	Emoji·表情与人物 / 第 20 行	1f452.png	是	U+1F452	Objects	clothing	fully-qualified	女帽	WOMANS HAT
2963	🎩	物体	主网格	🎩	Emoji·符号与旗帜 / 第 52 行	1f3a9.png	是	U+1F3A9	Objects	clothing	fully-qualified	礼帽	TOP HAT
2964	🎓	物体	主网格	🎓	Emoji·符号与旗帜 / 第 51 行	1f393.png	是	U+1F393	Objects	clothing	fully-qualified	毕业帽	GRADUATION CAP
2965	🧢	物体	主网格	🧢	Emoji·符号与旗帜 / 第 73 行	1f9e2.png	是	U+1F9E2	Objects	clothing	fully-qualified	鸭舌帽	BILLED CAP
2966	🪖	物体	主网格	🪖	Emoji·符号与旗帜 / 第 77 行	1fa96.png	是	U+1FA96	Objects	clothing	fully-qualified	军用头盔	MILITARY HELMET
2967	⛑️	物体	主网格	⛑️	Emoji·符号与旗帜 / 第 94 行	26d1.png	是	U+26D1 U+FE0F	Objects	clothing	fully-qualified	白十字头盔	HELMET WITH WHITE CROSS
2968	⛑	物体	呈现别名（不重复显示）	⛑️	Emoji·符号与旗帜 / 第 99 行	26d1.png	是	U+26D1	Objects	clothing	unqualified	白十字头盔	HELMET WITH WHITE CROSS
2969	📿	物体	主网格	📿	Emoji·符号与旗帜 / 第 60 行	1f4ff.png	是	U+1F4FF	Objects	clothing	fully-qualified	念珠	PRAYER BEADS
2970	💄	物体	主网格	💄	Emoji·符号与旗帜 / 第 56 行	1f484.png	是	U+1F484	Objects	clothing	fully-qualified	唇膏	LIPSTICK
2971	💍	物体	主网格	💍	Emoji·符号与旗帜 / 第 56 行	1f48d.png	是	U+1F48D	Objects	clothing	fully-qualified	戒指	RING
2972	💎	物体	主网格	💎	Emoji·符号与旗帜 / 第 56 行	1f48e.png	是	U+1F48E	Objects	clothing	fully-qualified	宝石	GEM STONE
2973	🔇	物体	主网格	🔇	Emoji·符号与旗帜 / 第 60 行	1f507.png	是	U+1F507	Objects	sound	fully-qualified	已静音的扬声器	SPEAKER WITH CANCELLATION STROKE
2974	🔈	物体	主网格	🔈	Emoji·符号与旗帜 / 第 60 行	1f508.png	是	U+1F508	Objects	sound	fully-qualified	低音量的扬声器	SPEAKER
2975	🔉	物体	主网格	🔉	Emoji·符号与旗帜 / 第 60 行	1f509.png	是	U+1F509	Objects	sound	fully-qualified	中等音量的扬声器	SPEAKER WITH ONE SOUND WAVE
